Date,Item_Name,Item_Category,Customer_Type,Region,Monthly_Unit_Sales,Monthly_Sales,Avg_Unit_Price,Avg_Discount
2015-02-01,Lollipop,Confectionery,Wholesale,North,374,58413.009999999995,100.75,4.26
2015-02-01,Lollipop,Confectionery,Wholesale,South,219,14484.380000000001,86.24,6.21
2015-02-01,Lollipop,Confectionery,Wholesale,West,911,103291.26000000001,130.14,5.74
2015-02-01,Marker,Stationery,Retail,East,649,114883.75,195.31,8.13
2015-02-01,Marker,Stationery,Retail,North,426,79132.02,136.19,6.35
2015-02-01,Marker,Stationery,Retail,South,420,57782.04,143.74,10.07
2015-02-01,Marker,Stationery,Retail,West,433,83447.26999999999,211.52,1.34
2015-02-01,Marker,Stationery,Wholesale,East,88,6658.0,86.29,12.32
2015-02-01,Marker,Stationery,Wholesale,North,360,45056.41,106.16,6.64
2015-02-01,Marker,Stationery,Wholesale,South,1111,165821.64,120.09,4.83
2015-02-01,Marker,Stationery,Wholesale,West,515,87067.1,187.98,5.96
2015-02-01,Mascara,Cosmetics,Retail,East,511,40204.69,71.88,5.73
2015-02-01,Mascara,Cosmetics,Retail,North,646,84590.88,110.38,3.49
2015-02-01,Mascara,Cosmetics,Retail,South,327,29202.71,94.88,3.77
2015-02-01,Mascara,Cosmetics,Retail,West,405,30936.06,131.56,11.57
2015-02-01,Mascara,Cosmetics,Wholesale,East,741,105136.03,172.74,7.4
2015-02-01,Mascara,Cosmetics,Wholesale,North,152,22962.75,140.89,8.82
2015-02-01,Mascara,Cosmetics,Wholesale,South,341,29951.63,137.43,11.18
2015-02-01,Mascara,Cosmetics,Wholesale,West,970,132513.89,153.48,7.54
2015-02-01,Mints,Confectionery,Retail,East,400,52384.18,132.42,3.57
2015-02-01,Mints,Confectionery,Retail,North,798,124436.79000000001,168.46,6.95
2015-02-01,Mints,Confectionery,Retail,West,256,40991.340000000004,156.32,10.98
2015-02-01,Mints,Confectionery,Wholesale,East,474,82517.3,149.12,8.75
2015-02-01,Mints,Confectionery,Wholesale,North,433,84065.93,232.26,9.22
2015-02-01,Mints,Confectionery,Wholesale,South,725,82129.02,128.21,10.08
2015-02-01,Mints,Confectionery,Wholesale,West,898,166602.32,194.35,9.58
2015-02-01,Mop,Cleaning Essentials,Retail,East,744,147528.36,186.15,7.43
2015-02-01,Mop,Cleaning Essentials,Retail,North,617,60440.65,105.84,9.63
2015-02-01,Mop,Cleaning Essentials,Retail,South,624,91538.02,152.49,8.61
2015-02-01,Mop,Cleaning Essentials,Retail,West,351,43862.07,137.08,7.04
2015-02-01,Mop,Cleaning Essentials,Wholesale,East,752,92899.08,171.91,8.34
2015-02-01,Mop,Cleaning Essentials,Wholesale,North,529,89786.09,199.11,13.32
2015-02-01,Mop,Cleaning Essentials,Wholesale,South,1031,135653.99,152.35,7.68
2015-02-01,Mop,Cleaning Essentials,Wholesale,West,393,89226.73,248.56,5.52
2015-02-01,Nail Polish,Cosmetics,Retail,East,629,61188.39,119.74,9.62
2015-02-01,Nail Polish,Cosmetics,Retail,North,704,105309.97,157.98,9.81
2015-02-01,Nail Polish,Cosmetics,Retail,South,334,27895.86,95.82,5.12
2015-02-01,Nail Polish,Cosmetics,Retail,West,206,33100.57,172.48,6.84
2015-02-01,Nail Polish,Cosmetics,Wholesale,East,1270,161276.51,126.32,8.22
2015-02-01,Nail Polish,Cosmetics,Wholesale,North,394,84901.86,228.68,4.42
2015-02-01,Nail Polish,Cosmetics,Wholesale,South,482,74087.04,143.14,8.96
2015-02-01,Nail Polish,Cosmetics,Wholesale,West,224,11127.03,57.6,13.76
2015-02-01,Notebook,Stationery,Retail,East,475,53517.36,178.12,5.58
2015-02-01,Notebook,Stationery,Retail,North,296,24343.15,127.7,12.25
2015-02-01,Notebook,Stationery,Retail,South,1071,113770.94,109.89,9.34
2015-02-01,Notebook,Stationery,Retail,West,303,49233.77,169.96,9.96
2015-02-01,Notebook,Stationery,Wholesale,East,967,120604.53,136.53,5.79
2015-02-01,Notebook,Stationery,Wholesale,North,138,31914.71,244.94,9.37
2015-02-01,Notebook,Stationery,Wholesale,South,421,43393.36,149.51,5.91
2015-02-01,Notebook,Stationery,Wholesale,West,541,125881.88,240.88,6.88
2015-02-01,Pen,Stationery,Retail,East,435,55182.880000000005,147.45,7.22
2015-02-01,Pen,Stationery,Retail,South,343,78897.17,241.42,2.8
2015-02-01,Pen,Stationery,Retail,West,712,132744.9,195.31,7.82
2015-02-01,Pen,Stationery,Wholesale,East,565,27237.04,42.12,6.59
2015-02-01,Pen,Stationery,Wholesale,North,81,11050.71,141.45,3.55
2015-02-01,Pen,Stationery,Wholesale,South,520,53360.05,128.63,5.5
2015-02-01,Pen,Stationery,Wholesale,West,429,63285.06,167.76,12.76
2015-02-01,Pencil,Stationery,Retail,East,295,42601.82,155.9,9.46
2015-02-01,Pencil,Stationery,Retail,North,976,148552.44,166.77,8.39
2015-02-01,Pencil,Stationery,Retail,South,494,53315.12,107.15,8.69
2015-02-01,Pencil,Stationery,Retail,West,277,51163.049999999996,180.56,7.56
2015-02-01,Pencil,Stationery,Wholesale,East,180,28615.54,145.64,7.62
2015-02-01,Pencil,Stationery,Wholesale,North,516,58210.89,151.11,12.39
2015-02-01,Pencil,Stationery,Wholesale,South,275,25692.730000000003,145.52,3.61
2015-02-01,Pencil,Stationery,Wholesale,West,536,45932.990000000005,90.04,4.57
2015-02-01,Perfume,Cosmetics,Retail,East,371,48372.09,143.9,9.4
2015-02-01,Perfume,Cosmetics,Retail,South,199,54071.75,273.33,0.59
2015-02-01,Perfume,Cosmetics,Retail,West,276,14567.25,57.86,8.78
2015-02-01,Perfume,Cosmetics,Wholesale,East,503,35336.18,86.46,5.3
2015-02-01,Perfume,Cosmetics,Wholesale,North,96,14372.0,164.01,8.72
2015-02-01,Perfume,Cosmetics,Wholesale,South,199,1103.36,5.79,4.24
2015-02-01,Perfume,Cosmetics,Wholesale,West,476,96396.84,190.53,6.72
2015-02-01,Ruler,Stationery,Retail,East,335,24762.45,137.54,11.3
2015-02-01,Ruler,Stationery,Retail,North,803,91531.13,108.98,9.66
2015-02-01,Ruler,Stationery,Retail,South,446,73971.81,185.64,8.88
2015-02-01,Ruler,Stationery,Retail,West,133,32369.5,268.72,9.43
2015-02-01,Ruler,Stationery,Wholesale,East,176,17774.42,108.85,7.22
2015-02-01,Ruler,Stationery,Wholesale,North,545,104095.84,177.52,3.78
2015-02-01,Ruler,Stationery,Wholesale,South,168,37628.66,232.2,3.54
2015-02-01,Ruler,Stationery,Wholesale,West,418,58686.44,194.28,8.49
2015-02-01,Scissors,Stationery,Retail,East,782,151515.7,208.28,10.96
2015-02-01,Scissors,Stationery,Retail,North,90,20670.17,251.94,8.84
2015-02-01,Scissors,Stationery,Retail,South,181,1648.77,9.39,2.99
2015-02-01,Scissors,Stationery,Retail,West,434,44380.700000000004,124.62,9.64
2015-02-01,Scissors,Stationery,Wholesale,East,698,78116.03,140.87,8.06
2015-02-01,Scissors,Stationery,Wholesale,North,947,189316.55,179.0,9.88
2015-02-01,Scissors,Stationery,Wholesale,South,813,102957.98,148.63,8.87
2015-02-01,Scissors,Stationery,Wholesale,West,323,10621.5,76.13,6.79
2015-02-01,Scrub Pad,Cleaning Essentials,Retail,East,579,101172.92,179.91,5.59
2015-02-01,Scrub Pad,Cleaning Essentials,Retail,North,346,26878.43,114.2,7.34
2015-02-01,Scrub Pad,Cleaning Essentials,Retail,South,513,63935.240000000005,164.29,7.32
2015-02-01,Scrub Pad,Cleaning Essentials,Retail,West,519,77855.54000000001,156.9,2.31
2015-02-01,Scrub Pad,Cleaning Essentials,Wholesale,East,540,50712.17,88.57,7.11
2015-02-01,Scrub Pad,Cleaning Essentials,Wholesale,North,557,48248.72,102.55,12.06
2015-02-01,Scrub Pad,Cleaning Essentials,Wholesale,South,582,131851.68,248.85,6.59
2015-02-01,Scrub Pad,Cleaning Essentials,Wholesale,West,457,35465.14,88.52,7.89
2015-02-01,Stapler,Stationery,Retail,East,77,17846.93,264.06,7.48
2015-02-01,Stapler,Stationery,Retail,North,586,61353.600000000006,129.1,8.79
2015-02-01,Stapler,Stationery,Retail,South,333,59237.67,210.32,10.09
2015-02-01,Stapler,Stationery,Retail,West,434,77951.09,197.0,10.18
2015-02-01,Stapler,Stationery,Wholesale,East,386,52652.32,184.29,9.75
2015-02-01,Stapler,Stationery,Wholesale,North,662,37810.88,89.69,7.38
2015-02-01,Stapler,Stationery,Wholesale,South,507,49057.32,138.46,11.93
2015-02-01,Stapler,Stationery,Wholesale,West,311,60968.01,185.58,8.18
2015-02-01,Toffee,Confectionery,Retail,East,1387,157527.4,132.48,6.66
2015-02-01,Toffee,Confectionery,Retail,North,268,63003.8,255.57,6.67
2015-02-01,Toffee,Confectionery,Retail,South,365,42734.06,121.94,8.03
2015-02-01,Toffee,Confectionery,Retail,West,33,2902.28,88.89,1.06
2015-02-01,Toffee,Confectionery,Wholesale,East,433,46270.8,158.72,9.14
2015-02-01,Toffee,Confectionery,Wholesale,North,292,61256.65,244.36,14.15
2015-02-01,Toffee,Confectionery,Wholesale,South,970,112452.5,124.18,5.48
2015-02-01,Toffee,Confectionery,Wholesale,West,444,29707.9,73.14,2.66
2015-02-01,Toilet Cleaner,Cleaning Essentials,Retail,East,213,27063.32,126.88,8.5
2015-02-01,Toilet Cleaner,Cleaning Essentials,Retail,North,613,68017.23000000001,114.26,7.72
2015-02-01,Toilet Cleaner,Cleaning Essentials,Retail,South,143,24045.06,109.44,3.14
2015-02-01,Toilet Cleaner,Cleaning Essentials,Retail,West,441,25844.3,61.15,5.34
2015-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,East,457,80744.98999999999,190.97,5.42
2015-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,North,419,67576.42,155.42,6.25
2015-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,South,486,84531.97,174.13,5.5
2015-02-01,Toilet Cleaner,Cleaning Essentials,Wholesale,West,1086,143748.31,126.73,6.62
2015-02-01,Wafers,Confectionery,Retail,East,581,157952.47,286.28,4.42
2015-02-01,Wafers,Confectionery,Retail,North,510,82661.16,154.87,6.7
2015-02-01,Wafers,Confectionery,Retail,South,472,97748.02,243.35,5.69
2015-02-01,Wafers,Confectionery,Retail,West,665,77751.7,171.16,8.99
2015-02-01,Wafers,Confectionery,Wholesale,East,287,6400.82,22.61,1.36
2015-02-01,Wafers,Confectionery,Wholesale,North,446,69373.08,165.46,4.74
2015-02-01,Wafers,Confectionery,Wholesale,South,583,121594.94,213.98,7.27
2015-02-01,Wafers,Confectionery,Wholesale,West,550,27895.47,54.87,10.86
2015-03-01,Biscuit Pack,Confectionery,Retail,East,385,24057.16,77.41,5.11
2015-03-01,Biscuit Pack,Confectionery,Retail,North,772,97541.23,122.44,4.14
2015-03-01,Biscuit Pack,Confectionery,Retail,South,472,48180.62,97.52,9.42
2015-03-01,Biscuit Pack,Confectionery,Retail,West,769,91020.32,161.12,6.92
2015-03-01,Biscuit Pack,Confectionery,Wholesale,East,430,64626.33,155.55,0.46
2015-03-01,Biscuit Pack,Confectionery,Wholesale,North,575,48759.35,90.21,10.35
2015-03-01,Biscuit Pack,Confectionery,Wholesale,South,270,66526.62,282.11,12.66
2015-03-01,Biscuit Pack,Confectionery,Wholesale,West,565,101570.07,171.86,5.11
2015-03-01,Bleach,Cleaning Essentials,Retail,East,912,165843.46,183.06,9.27
2015-03-01,Bleach,Cleaning Essentials,Retail,North,545,125257.66999999998,245.86,6.32
2015-03-01,Bleach,Cleaning Essentials,Retail,South,934,119983.91,151.52,12.54
2015-03-01,Bleach,Cleaning Essentials,Retail,West,1069,206734.56,211.8,4.47
2015-03-01,Bleach,Cleaning Essentials,Wholesale,East,34,4841.67,165.68,14.05
2015-03-01,Bleach,Cleaning Essentials,Wholesale,North,244,22854.6,107.72,4.04
2015-03-01,Bleach,Cleaning Essentials,Wholesale,South,558,118194.74,231.93,7.96
2015-03-01,Bleach,Cleaning Essentials,Wholesale,West,194,40913.53,242.91,13.18
2015-03-01,Blush,Cosmetics,Retail,East,63,10499.71,178.42,6.59
2015-03-01,Blush,Cosmetics,Retail,North,1057,127188.06,142.11,5.81
2015-03-01,Blush,Cosmetics,Retail,South,82,676.58,8.99,8.22
2015-03-01,Blush,Cosmetics,Retail,West,533,43454.74,106.98,7.66
2015-03-01,Blush,Cosmetics,Wholesale,East,639,91642.22,132.46,5.06
2015-03-01,Blush,Cosmetics,Wholesale,North,280,12541.72,46.78,4.25
2015-03-01,Blush,Cosmetics,Wholesale,South,235,31469.079999999998,121.79,2.04
2015-03-01,Blush,Cosmetics,Wholesale,West,318,51571.87,151.74,6.92
2015-03-01,Candy,Confectionery,Retail,East,94,21457.71,242.87,6.01
2015-03-01,Candy,Confectionery,Retail,North,190,46672.439999999995,224.08,10.19
2015-03-01,Candy,Confectionery,Retail,South,685,138546.61000000002,201.09,3.69
2015-03-01,Candy,Confectionery,Retail,West,814,91468.63,149.35,9.83
2015-03-01,Candy,Confectionery,Wholesale,East,275,52537.479999999996,206.28,6.12
2015-03-01,Candy,Confectionery,Wholesale,North,38,9986.46,271.77,3.3
2015-03-01,Candy,Confectionery,Wholesale,South,564,105262.57,194.46,9.68
2015-03-01,Candy,Confectionery,Wholesale,West,647,80360.6,130.08,10.77
2015-03-01,Chewing Gum,Confectionery,Retail,East,555,106225.69,184.01,10.9
2015-03-01,Chewing Gum,Confectionery,Retail,North,1146,240710.18,230.85,8.51
2015-03-01,Chewing Gum,Confectionery,Retail,South,519,106126.83,235.11,13.72
2015-03-01,Chewing Gum,Confectionery,Retail,West,740,131037.68000000001,153.11,7.04
2015-03-01,Chewing Gum,Confectionery,Wholesale,East,433,73140.62,201.7,4.09
2015-03-01,Chewing Gum,Confectionery,Wholesale,North,572,62639.09,138.27,4.68
2015-03-01,Chewing Gum,Confectionery,Wholesale,South,523,96189.9,199.0,5.46
2015-03-01,Chewing Gum,Confectionery,Wholesale,West,365,70041.98000000001,193.22,5.18
2015-03-01,Chocolate Bar,Confectionery,Retail,East,453,59987.6,167.33,10.52
2015-03-01,Chocolate Bar,Confectionery,Retail,South,743,96035.2,128.57,5.95
2015-03-01,Chocolate Bar,Confectionery,Retail,West,712,98038.97,138.07,9.54
2015-03-01,Chocolate Bar,Confectionery,Wholesale,East,993,78423.12,89.52,7.42
2015-03-01,Chocolate Bar,Confectionery,Wholesale,North,340,53187.39,155.2,7.95
2015-03-01,Chocolate Bar,Confectionery,Wholesale,South,1257,157539.53999999998,149.16,6.53
2015-03-01,Chocolate Bar,Confectionery,Wholesale,West,984,174668.8,190.13,6.99
2015-03-01,Compact,Cosmetics,Retail,North,466,60937.28,117.66,8.06
2015-03-01,Compact,Cosmetics,Retail,South,1004,197332.38,183.04,4.15
2015-03-01,Compact,Cosmetics,Retail,West,101,9174.32,93.25,2.59
2015-03-01,Compact,Cosmetics,Wholesale,East,721,140759.1,198.14,9.58
2015-03-01,Compact,Cosmetics,Wholesale,North,561,92562.95999999999,173.07,10.69
2015-03-01,Compact,Cosmetics,Wholesale,South,378,47996.77,154.83,5.14
2015-03-01,Compact,Cosmetics,Wholesale,West,294,41765.81,145.39,2.29
2015-03-01,Detergent,Cleaning Essentials,Retail,East,443,51659.84,89.35,6.39
2015-03-01,Detergent,Cleaning Essentials,Retail,North,94,18808.79,228.94,12.6
2015-03-01,Detergent,Cleaning Essentials,Retail,South,595,128224.95999999999,235.66,5.25
2015-03-01,Detergent,Cleaning Essentials,Retail,West,301,62722.62,165.3,7.98
2015-03-01,Detergent,Cleaning Essentials,Wholesale,East,625,98940.11,133.54,5.62
2015-03-01,Detergent,Cleaning Essentials,Wholesale,North,298,66633.90999999999,233.65,6.01
2015-03-01,Detergent,Cleaning Essentials,Wholesale,South,463,65903.73,191.88,9.95
2015-03-01,Detergent,Cleaning Essentials,Wholesale,West,424,25920.87,57.94,12.8
2015-03-01,Dish Soap,Cleaning Essentials,Retail,East,131,33254.49,293.3,13.78
2015-03-01,Dish Soap,Cleaning Essentials,Retail,North,170,34568.18,181.04,4.05
2015-03-01,Dish Soap,Cleaning Essentials,Retail,South,756,95371.21,112.05,4.19
2015-03-01,Dish Soap,Cleaning Essentials,Retail,West,91,1858.28,20.94,2.48
2015-03-01,Dish Soap,Cleaning Essentials,Wholesale,East,347,75030.64,134.27,9.08
2015-03-01,Dish Soap,Cleaning Essentials,Wholesale,South,375,59824.9,172.05,12.5
2015-03-01,Dish Soap,Cleaning Essentials,Wholesale,West,290,32361.77,110.18,7.73
2015-03-01,Disinfectant,Cleaning Essentials,Retail,East,1359,158281.51,119.1,8.81
2015-03-01,Disinfectant,Cleaning Essentials,Retail,North,280,61572.44,261.51,11.48
2015-03-01,Disinfectant,Cleaning Essentials,Retail,South,499,108790.74,232.79,7.02
2015-03-01,Disinfectant,Cleaning Essentials,Retail,West,1230,217839.46000000002,179.17,8.61
2015-03-01,Disinfectant,Cleaning Essentials,Wholesale,East,879,131230.02,142.63,6.86
2015-03-01,Disinfectant,Cleaning Essentials,Wholesale,North,1145,134794.85,125.02,7.63
2015-03-01,Disinfectant,Cleaning Essentials,Wholesale,South,407,63762.9,189.86,9.19
2015-03-01,Disinfectant,Cleaning Essentials,Wholesale,West,1028,152467.45,131.57,6.43
2015-03-01,Energy Bar,Confectionery,Retail,East,228,24166.95,122.34,13.36
2015-03-01,Energy Bar,Confectionery,Retail,North,159,26712.960000000003,126.24,7.25
2015-03-01,Energy Bar,Confectionery,Retail,South,692,90408.43000000001,177.51,11.08
2015-03-01,Energy Bar,Confectionery,Retail,West,103,21152.91,190.68,6.65
2015-03-01,Energy Bar,Confectionery,Wholesale,East,612,75545.72,144.51,8.18
2015-03-01,Energy Bar,Confectionery,Wholesale,North,349,59255.96,187.93,9.43
2015-03-01,Energy Bar,Confectionery,Wholesale,West,387,46078.85,147.75,5.34
2015-03-01,Eraser,Stationery,Retail,East,392,56510.350000000006,156.3,9.82
2015-03-01,Eraser,Stationery,Retail,North,519,52083.16,152.58,9.63
2015-03-01,Eraser,Stationery,Retail,South,265,19341.95,69.04,8.03
2015-03-01,Eraser,Stationery,Wholesale,East,782,106851.62,142.47,6.13
2015-03-01,Eraser,Stationery,Wholesale,North,1069,180905.2,192.29,5.89
2015-03-01,Eraser,Stationery,Wholesale,South,343,47297.479999999996,186.39,8.49
2015-03-01,Eraser,Stationery,Wholesale,West,124,14709.16,135.29,12.32
2015-03-01,Eyeliner,Cosmetics,Retail,North,400,79330.69,146.16,4.5
2015-03-01,Eyeliner,Cosmetics,Retail,West,224,33850.51,169.76,6.24
2015-03-01,Eyeliner,Cosmetics,Wholesale,East,443,59330.36,138.72,2.82
2015-03-01,Eyeliner,Cosmetics,Wholesale,North,1010,178946.49,176.34,5.49
2015-03-01,Eyeliner,Cosmetics,Wholesale,South,556,96111.85,213.6,4.9
2015-03-01,Eyeliner,Cosmetics,Wholesale,West,331,32544.199999999997,159.02,10.81
2015-03-01,Face Cream,Cosmetics,Retail,East,933,115269.81,136.87,7.94
2015-03-01,Face Cream,Cosmetics,Retail,North,354,23048.84,57.16,13.74
2015-03-01,Face Cream,Cosmetics,Retail,South,236,18333.52,131.62,8.68
2015-03-01,Face Cream,Cosmetics,Retail,West,860,144085.78999999998,151.49,5.05
2015-03-01,Face Cream,Cosmetics,Wholesale,East,446,37617.95,131.63,5.6
2015-03-01,Face Cream,Cosmetics,Wholesale,North,1290,197711.27,161.85,6.32
2015-03-01,Face Cream,Cosmetics,Wholesale,South,499,50588.17,124.48,10.29
2015-03-01,Face Cream,Cosmetics,Wholesale,West,131,32014.0,285.86,14.51
2015-03-01,Face Wash,Cosmetics,Retail,East,606,71418.05,136.88,11.27
2015-03-01,Face Wash,Cosmetics,Retail,North,403,97078.61,264.94,5.71
2015-03-01,Face Wash,Cosmetics,Retail,South,275,61149.0,190.35,5.66
2015-03-01,Face Wash,Cosmetics,Retail,West,335,24880.239999999998,87.69,7.15
2015-03-01,Face Wash,Cosmetics,Wholesale,North,122,25380.14,239.56,13.16
2015-03-01,Face Wash,Cosmetics,Wholesale,South,1026,142137.64,137.65,7.96
2015-03-01,Face Wash,Cosmetics,Wholesale,West,394,48660.09,134.55,7.46
2015-03-01,Floor Cleaner,Cleaning Essentials,Retail,East,405,27391.550000000003,121.76,7.18
2015-03-01,Floor Cleaner,Cleaning Essentials,Retail,North,450,57808.07,176.01,7.48
2015-03-01,Floor Cleaner,Cleaning Essentials,Retail,South,216,33719.229999999996,204.94,7.22
2015-03-01,Floor Cleaner,Cleaning Essentials,Retail,West,306,44031.69,171.66,11.42
2015-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,East,585,95375.72,155.96,9.7
2015-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,North,579,61632.33,145.96,6.03
2015-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,South,165,43295.19,288.6,9.08
2015-03-01,Floor Cleaner,Cleaning Essentials,Wholesale,West,252,32971.98,116.76,11.34
2015-03-01,Foundation,Cosmetics,Retail,East,293,55396.82,155.38,10.28
2015-03-01,Foundation,Cosmetics,Retail,North,171,19824.36,125.21,7.41
2015-03-01,Foundation,Cosmetics,Retail,South,890,198132.83,213.16,5.68
2015-03-01,Foundation,Cosmetics,Retail,West,487,73994.71,194.02,9.79
2015-03-01,Foundation,Cosmetics,Wholesale,East,30,1825.42,70.86,14.13
2015-03-01,Foundation,Cosmetics,Wholesale,North,626,135748.35,159.47,4.56
2015-03-01,Foundation,Cosmetics,Wholesale,South,400,93549.61,215.56,5.45
2015-03-01,Foundation,Cosmetics,Wholesale,West,531,81741.63,165.84,10.19
2015-03-01,Fruit Bar,Confectionery,Retail,North,727,86409.49,146.61,8.91
2015-03-01,Fruit Bar,Confectionery,Retail,South,327,64348.0,213.64,3.96
2015-03-01,Fruit Bar,Confectionery,Retail,West,249,42382.58,193.73,12.14
2015-03-01,Fruit Bar,Confectionery,Wholesale,East,572,134174.14,261.35,10.04
2015-03-01,Fruit Bar,Confectionery,Wholesale,North,244,52797.12,244.96,7.6
2015-03-01,Fruit Bar,Confectionery,Wholesale,South,477,75886.40000000001,138.91,5.32
2015-03-01,Fruit Bar,Confectionery,Wholesale,West,741,67898.31,128.37,10.44
2015-03-01,Glass Cleaner,Cleaning Essentials,Retail,East,279,13663.1,55.64,11.27
2015-03-01,Glass Cleaner,Cleaning Essentials,Retail,North,273,69803.41,236.97,7.17
2015-03-01,Glass Cleaner,Cleaning Essentials,Retail,South,325,48962.36,203.28,5.16
2015-03-01,Glass Cleaner,Cleaning Essentials,Retail,West,389,90722.52,216.28,5.65
2015-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,East,284,3848.12,14.41,5.97
2015-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,North,809,80739.35,116.27,7.29
2015-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,South,11,2543.64,246.0,6.0
2015-03-01,Glass Cleaner,Cleaning Essentials,Wholesale,West,424,105891.69,233.71,1.97
2015-03-01,Glue,Stationery,Retail,East,390,79060.09,219.57,8.88
2015-03-01,Glue,Stationery,Retail,North,654,108404.08,175.51,8.04
2015-03-01,Glue,Stationery,Retail,South,492,97322.52,174.39,6.85
2015-03-01,Glue,Stationery,Retail,West,356,72390.47,192.98,12.42
2015-03-01,Glue,Stationery,Wholesale,East,616,49273.89,104.08,9.65
2015-03-01,Glue,Stationery,Wholesale,South,610,33983.32,78.91,10.45
2015-03-01,Glue,Stationery,Wholesale,West,1152,147234.82,160.56,6.59
2015-03-01,Hand Wash,Cleaning Essentials,Retail,East,145,32349.85,233.17,5.23
2015-03-01,Hand Wash,Cleaning Essentials,Retail,North,823,135903.64,173.01,4.09
2015-03-01,Hand Wash,Cleaning Essentials,Retail,South,408,42424.34,141.81,8.9
2015-03-01,Hand Wash,Cleaning Essentials,Retail,West,269,14961.869999999999,127.52,13.94
2015-03-01,Hand Wash,Cleaning Essentials,Wholesale,East,521,98601.69,199.21,6.52
2015-03-01,Hand Wash,Cleaning Essentials,Wholesale,North,62,4183.01,136.96,6.74
2015-03-01,Hand Wash,Cleaning Essentials,Wholesale,South,412,68311.66,191.99,11.83
2015-03-01,Hand Wash,Cleaning Essentials,Wholesale,West,617,146917.05,257.17,5.67
2015-03-01,Highlighter,Stationery,Retail,East,348,35897.729999999996,134.85,10.55
2015-03-01,Highlighter,Stationery,Retail,North,1178,149973.57,124.57,7.7
2015-03-01,Highlighter,Stationery,Retail,South,308,48457.11,171.41,5.77
2015-03-01,Highlighter,Stationery,Retail,West,651,137571.07,176.66,6.47
2015-03-01,Highlighter,Stationery,Wholesale,East,847,73931.27,70.46,7.67
2015-03-01,Highlighter,Stationery,Wholesale,North,599,101945.14000000001,145.24,8.8
2015-03-01,Highlighter,Stationery,Wholesale,South,758,97687.04,146.09,7.37
2015-03-01,Highlighter,Stationery,Wholesale,West,994,81613.18999999999,97.43,9.73
2015-03-01,Lipstick,Cosmetics,Retail,East,364,78403.17,212.53,6.23
2015-03-01,Lipstick,Cosmetics,Retail,North,585,91965.53,174.28,7.18
2015-03-01,Lipstick,Cosmetics,Retail,South,578,144948.05,279.93,11.08
2015-03-01,Lipstick,Cosmetics,Retail,West,178,39733.46,225.91,1.19
2015-03-01,Lipstick,Cosmetics,Wholesale,East,517,114752.41,254.42,10.35
2015-03-01,Lipstick,Cosmetics,Wholesale,North,537,69526.94,147.66,7.26
2015-03-01,Lipstick,Cosmetics,Wholesale,South,634,91426.27,158.83,7.26
2015-03-01,Lipstick,Cosmetics,Wholesale,West,332,28025.03,166.64,4.96
2015-03-01,Lollipop,Confectionery,Retail,East,524,24956.0,58.94,10.7
2015-03-01,Lollipop,Confectionery,Retail,North,692,117323.04999999999,146.65,3.66
2015-03-01,Lollipop,Confectionery,Retail,South,267,22565.52,91.51,5.31
2015-03-01,Lollipop,Confectionery,Retail,West,522,52528.32,103.71,6.69
2015-03-01,Lollipop,Confectionery,Wholesale,East,699,91483.36,134.87,3.23
2015-03-01,Lollipop,Confectionery,Wholesale,North,672,100389.43,164.51,4.42
2015-03-01,Lollipop,Confectionery,Wholesale,South,524,81056.31999999999,196.62,6.13
2015-03-01,Lollipop,Confectionery,Wholesale,West,574,92193.49,165.93,6.62
2015-03-01,Marker,Stationery,Retail,East,1072,189786.63,186.45,8.47
2015-03-01,Marker,Stationery,Retail,North,472,48069.619999999995,96.63,5.17
2015-03-01,Marker,Stationery,Retail,South,423,41997.68,122.81,3.95
2015-03-01,Marker,Stationery,Retail,West,808,72037.13,137.75,9.67
2015-03-01,Marker,Stationery,Wholesale,East,279,47062.490000000005,184.22,7.94
2015-03-01,Marker,Stationery,Wholesale,North,897,125176.9,153.77,9.18
2015-03-01,Marker,Stationery,Wholesale,South,827,140668.02,189.27,10.22
2015-03-01,Marker,Stationery,Wholesale,West,251,34108.66,185.2,7.31
2015-03-01,Mascara,Cosmetics,Retail,East,659,135645.36,225.54,6.95
2015-03-01,Mascara,Cosmetics,Retail,South,542,48950.53,122.53,5.11
2015-03-01,Mascara,Cosmetics,Retail,West,294,20744.52,74.63,3.86
2015-03-01,Mascara,Cosmetics,Wholesale,East,1130,223945.87,190.35,6.9
2015-03-01,Mascara,Cosmetics,Wholesale,North,543,66648.06,123.69,7.1
2015-03-01,Mascara,Cosmetics,Wholesale,South,594,68433.06,130.49,5.12
2015-03-01,Mascara,Cosmetics,Wholesale,West,494,23052.190000000002,84.65,9.64
2015-03-01,Mints,Confectionery,Retail,East,813,128038.51000000001,154.58,10.64
2015-03-01,Mints,Confectionery,Retail,North,286,33194.81,129.61,10.45
2015-03-01,Mints,Confectionery,Retail,South,292,47959.729999999996,139.9,8.32
